id,repo_id,label,url,message,new_message1,authorEmail,commitDate
154,1,0,https://github.com/junit-team/junit4/commit/5785d9df8fe25f68567272850cd65b4dc07da617,"Regla obsoleta ExpectedException (#1519) <enter> <enter> El método Assert.assertThrows proporciona una forma más sencilla de verificar las excepciones <enter>. Además, el uso de ExpectedException es propenso a errores <enter> cuando se usa con otras reglas como TestWatcher porque el orden de las reglas <enter> es importante en ese caso.","Regla obsoleta <nombre_archivo> ( <pr_link> ) <enter> El método Assert.assertThrows proporciona una forma más sencilla de verificar excepciones. Además, el uso de <file_name> es propenso a errores cuando se usa con otras reglas como TestWatcher porque el orden de las reglas es importante en ese caso.",desarrollador92,2018-05-05T16:01:34Z
171,1,3,https://github.com/junit-team/junit4/commit/8e05e94956c1820e7a72d55795c5198835afca0e,Añadir erizo,Agregar <nombre_archivo>,desarrollador11,2015-10-07T17:32:12Z
173,1,0,https://github.com/junit-team/junit4/commit/236e75bd968935cf8728c3f7aaaccaefd2f9c737,Adaptar enlaces para reflejar el cambio de nombre del repositorio,Adaptar enlaces para reflejar el cambio de nombre del repositorio,desarrollador11,2016-03-21T19:47:51Z
190,1,0,https://github.com/junit-team/junit4/commit/d3d7a8b1389e53055d4de9de3aa319053b4a5524,Identificar el paquete de reflexión jdk.internal.reflect <enter> <enter> JDK 9 usa clases del paquete jdk.internal.reflect en lugar de <enter> sun.reflect.,Identificar el paquete de reflexión jdk.internal.reflect <enter> JDK 9 usa clases del paquete jdk.internal.reflect en lugar de sun.reflect.,desarrollador13,2018-02-19T13:20:54Z
202,1,0,https://github.com/junit-team/junit4/commit/bdb1799a6b58c4ab40c418111333f4e8e1816e7e,Agregue Assert#expectThrows y Assert#assertThrows <enter> <enter> Cierra #1154.,Agregue <nombre_método> y <nombre_método> <enter> Cierra <pr_link>.,desarrollador109,2015-06-04T01:43:01Z
211,1,0,https://github.com/junit-team/junit4/commit/3d7de190844d92de87ca197cfd1fce74ae432f0f,Agregue prueba para manejar InitializationError <enter> <enter> El código fue cambiado mediante la confirmación 0804ef4cd09b0e94783a9882c60914e22fca5108 <enter> pero desafortunadamente la prueba no fue parte de la confirmación. La prueba se basa <enter> en la prueba de Philip Graf en la solicitud de extracción n.° 1065. <ingresar> <ingresar> Coautor: Philip Graf <git@acanda.ch>,Agregue prueba para manejar <iden> <enter> El código fue cambiado por la confirmación <otherCommit_link> pero desafortunadamente la prueba no fue parte de la confirmación. La prueba se basa en la prueba de Philip Graf en la solicitud de extracción <pr_link>. <ingresar> <iden>-autor-por: Philip Graf <git@acanda.ch>,desarrollador13,2018-02-15T10:54:16Z
228,1,0,https://github.com/junit-team/junit4/commit/9bad8ce0a56d056ec3b7166351b7405c8be7e834,Enlace de licencia en junit.org <enter> <enter> Se agregó un enlace destacado a la licencia del proyecto. <enter> <enter> Este parche corrige el número 1162. <ingresar> <ingresar> Firmado por: Allon Mureinik <mureinik@gmail.com>,Enlace de licencia en junit.org <enter> Se agregó un enlace destacado a la licencia del proyecto. <enter> Este parche corrige <issue_link> . <entrar>,desarrollador201,2015-09-27T21:05:24Z
230,1,0,https://github.com/junit-team/junit4/commit/eedd1f68fbd014beca60c979e8173c271ea5cf2d,"Actualice TestName para que el campo 'nombre' sea volátil. <enter> <enter> Esto garantiza que el nombre se publique correctamente en los subprocesos (por ejemplo, <enter>, si se utiliza un ejecutor en paralelo). <entrar> <entrar> Cierra #1157","Actualice <nombre_archivo> para que el campo 'nombre' sea volátil.  <enter> Esto garantiza que el nombre se publique correctamente en los subprocesos, por ejemplo, si se utiliza un ejecutor en paralelo. <enter> Cierra <pr_link>",desarrollador109,2015-06-04T17:21:13Z
243,1,1,https://github.com/junit-team/junit4/commit/7a12b7070aaa88712ed449c0a746741fd7e0237a,Formato,Formato,desarrollador44,2013-01-18T00:21:29Z
253,1,2,https://github.com/junit-team/junit4/commit/59baeed4cb3d24211960ad01fd3ee9e534b0e1da,Se corrigieron nombres perdidos,Se corrigieron nombres perdidos,desarrollador26,2015-09-24T06:43:32Z
261,1,0,https://github.com/junit-team/junit4/commit/0ebb59e0dec269db0816c63fda6113b006b3de52,"Simplificación de los nombres de los parámetros teóricos, ya que el formato trata automáticamente con toString() y nulos.","Simplificación de los nombres de los parámetros teóricos, ya que el formato trata automáticamente con <iden>() y nulos.",desarrollador44,2013-01-13T20:01:45Z
263,1,0,https://github.com/junit-team/junit4/commit/23871dbaba72278f6ae50f1e34cc40544ca247c9,Nombre agregado a la lista de contribuyentes.,Nombre agregado a la lista de contribuyentes.,desarrollador26,2015-09-24T06:30:46Z
271,1,0,https://github.com/junit-team/junit4/commit/178f854e4c7e31ece6d71f5aa4433f0432349f4f,Hacer cambios de estilo <enter> <enter> Poner { en la primera línea con un espacio antes,Hacer cambios de estilo <enter> Poner { en la primera línea con un espacio antes,desarrollador158,2013-01-09T22:35:07Z
284,1,0,https://github.com/junit-team/junit4/commit/561fb840af9d00abab5449f704a77fd6a7f2509d,espacios eliminados antes del punto en el comentario,espacios eliminados antes del punto en el comentario,desarrollador17,2013-01-08T23:06:41Z
290,1,0,https://github.com/junit-team/junit4/commit/d2b75f93d21d2584efab1129aacd1f3020c37fca,Compilación con Maven 3.1.1 (usando Maven Wrapper) <enter> <enter> Esto hace que la compilación sea independiente de la versión de Maven que está <enter> instalada en la máquina de compilación. P.ej. Travis tiene instalado Maven 3.5.6 <enter> que ya no es compatible con Java 6. <enter> <enter> Maven versión 3.1.1 se utiliza porque todas las versiones más recientes no son compatibles con <enter> Java 1.5.,Compilación con <iden> <versión> (usando <iden>) <enter> Esto hace que la compilación sea independiente de la versión <iden> que está instalada en la máquina de compilación. P.ej. Travis tiene <iden> <versión> instalada que ya no es compatible con <iden> 6. <enter> <iden> versión <version> se utiliza porque todas las versiones más nuevas no son compatibles con <iden> <version>.,desarrollador13,2017-10-15T20:21:29Z
291,1,0,https://github.com/junit-team/junit4/commit/ad9972ba5d135d1c5673f0773cb7027f7823feb5,Prefiere interfaces a clases concretas <enter> <enter> Hace que el código sea más fácil de escanear al eliminar el ruido innecesario.,Prefiera interfaces a clases concretas <enter> Hace que el código sea más fácil de escanear al eliminar el ruido innecesario.,desarrollador268,2015-03-10T19:37:47Z
294,1,2,https://github.com/junit-team/junit4/commit/3a5772dab5ce8f3b2879a19009357d425e84400e,StopWatch no tiene por qué ser abstracto. <ingresar> <ingresar> Correcciones #1110.,<nombre_archivo> no necesita ser abstracto.  <enter> Corrige <issue_link>.,desarrollador17,2015-04-04T18:30:47Z
312,1,0,https://github.com/junit-team/junit4/commit/6b97cfa77503a00416f401ad47f375f087e8c3cb,Error tipográfico corregido [WiKi -> Wiki],Error tipográfico corregido [<iden> -> <iden>],desarrollador162,2013-01-03T10:23:28Z
316,1,0,https://github.com/junit-team/junit4/commit/24dfdd762e753c83babca3768d4b508cf5c6a86c,Repare el enlace inactivo a la tarea ant en Preguntas frecuentes (#1478) <enter> <enter> La documentación de la tarea ant junit se ha movido a otra ubicación.,Se corrigió el enlace inactivo a la tarea ant en <file_name> ( <pr_link> ) <enter> <iden> a la tarea ant junit que se ha movido a otra ubicación.,desarrollador172,2017-08-08T10:38:45Z
325,1,0,https://github.com/junit-team/junit4/commit/cf9aa29323020439a3f8895ec7dc13e8e3219324,Se agregaron algunos nombres,Se agregaron algunos nombres,desarrollador26,2015-09-22T09:23:11Z
333,1,0,https://github.com/junit-team/junit4/commit/e15b287ccec2a1f4866a8bd1cd2a313a6163163d,"Utilice únicamente una propiedad donde sea necesario sincronizar varias entradas <enter> <enter> * La versión hamcrest solo se usa en un lugar, es decir, la dependencia. <enter> * El uso de propiedades para definir versiones de dependencia puede causar problemas a otros. <enter> * El uso de propiedades para definir una versión compartida entre múltiples dependencias causa menos problemas <enter> cuando tiene múltiples dependencias que deben mantenerse sincronizadas. <enter> * Aquí solo tenemos una dependencia y no es necesario sincronizarla con ninguna otra dependencia <enter> * Por lo tanto, lo correcto es simplemente especificar la versión en la dependencia <enter> * Los usuarios finales aún pueden anular la dependencia en sus poms.","Utilice únicamente una propiedad donde sea necesario sincronizar varias entradas <enter> * La versión hamcrest solo se utiliza en un lugar, es decir, la dependencia. * El uso de propiedades para definir versiones de dependencia puede causar problemas a otros. * El uso de propiedades para definir una versión compartida entre múltiples dependencias causa menos problemas cuando tienes múltiples dependencias que deben mantenerse sincronizadas. * Aquí solo tenemos una dependencia y no es necesario sincronizarla con ninguna otra dependencia * Por lo tanto, lo correcto es simplemente especificar la versión en la dependencia * Los usuarios finales aún pueden anular la dependencia en sus poms.",desarrollador43,2013-01-17T10:10:02Z
348,1,0,https://github.com/junit-team/junit4/commit/f851c3ee43e1966903ff66ecda3fa7f66c2d2ecb,"prueba: sin comentarios en línea, espacio para comentarios","prueba: sin comentarios en línea, espacio para comentarios",desarrollador17,2012-12-11T16:24:29Z
354,1,2,https://github.com/junit-team/junit4/commit/6384edfffe7f8a2850d2bcde9a16a8e780734ebe,"falla cuando se espera AssertionError pero no se arroja <enter> <enter> Cuando un usuario esperaba que el código de producción arrojara un AssertionError mediante <enter> usando ExpectedException (junto con la opción #handleAssertionErrors <enter>) pero el código bajo prueba no lo hizo, por lo que la prueba no estaba fallando. <enter> Esto se debió a que la regla ExpectedException detectó su propio <enter> AssertionError emitido para indicar que la excepción esperada no fue <enter> lanzada.","falla cuando <iden> se esperaba pero no se lanzaba <enter> Cuando un usuario esperaba que el código de producción arrojara un <iden> usando <file_name> (junto con la opción #<iden>) pero el código bajo prueba no lo hizo, por lo que la prueba no estaba fallando. Esto se debía a que la regla <file_name> detectó su propio <iden> emitido para indicar que no se lanzó la excepción esperada.",desarrollador126,2012-12-23T14:12:09Z
356,1,1,https://github.com/junit-team/junit4/commit/0807a8cd01b6d63d54f9a3580540fa35b7fb292e,Parche de Kent y Erich tragando en Merlín,Parche de Kent y Erich tragando en Merlín,desarrollador15,2002-03-29T16:10:13Z
357,1,3,https://github.com/junit-team/junit4/commit/78f5fa85b492353ad062f54d1f0ceec745537761,"sin #deleteOnExit, sin comentarios en línea, espacio agregado en el comentario","sin #<iden>, sin comentarios en línea, espacio agregado en el comentario",desarrollador17,2012-12-11T16:16:25Z
362,1,0,https://github.com/junit-team/junit4/commit/a90b496a6595856066504baf4f737fb853a6e45d,"Asegúrese de que las excepciones de MethodBlock() no den como resultado pruebas sin raíz. <enter> <enter> La introducción del método runLeaf() en BlockJUnit4ClassRunner en <enter> JUnit 4.9 introdujo una regresión con respecto al manejo de excepciones. <enter> <enter> Específicamente, la invocación de MethodBlock() ya no se ejecuta <enter> dentro de un bloque try-catch como era el caso en versiones anteriores de JUnit. <enter> <enter> Las modificaciones personalizadas a métodoBlock() o los métodos que invoca pueden, de hecho, <enter> generar excepciones. En tales casos, las excepciones lanzadas desde <enter> métodoBlock() hacen que la ejecución de la prueba actual se cancele inmediatamente. Como resultado de <enter>, el método de prueba fallido se desrootea en los informes de prueba y <enter> los métodos de prueba posteriores nunca se invocan. Además, los RunListeners <enter> registrados con JUnit no reciben notificación. <enter> <enter> Esta confirmación soluciona este problema envolviendo la invocación de <enter> MethodBlock() dentro de un bloque try-catch. Si no se lanza una excepción, <enter> la Declaración resultante se pasa a runLeaf(). Si se lanza una excepción <enter>, se incluye en una declaración Fail que se pasa a runLeaf(). <enter> <enter> Cierra #1066 <enter> Cierra #1082","Asegúrese de que las excepciones de <iden>() no den como resultado pruebas sin raíz.  <enter> La introducción del método <iden>() en <file_name> en <iden> <version> introdujo una regresión con respecto al manejo de excepciones. <enter> Específicamente, la invocación de <iden>() ya no se ejecuta dentro de un bloque try-catch como era el caso en versiones anteriores de <iden>. Las modificaciones <enter> <iden> a <iden>() o los métodos que invoca pueden de hecho generar excepciones. En tales casos, las excepciones lanzadas desde <iden>() hacen que la ejecución de la prueba actual se cancele inmediatamente. Como resultado, el método de prueba fallido se elimina de los informes de prueba y los métodos de prueba posteriores nunca se invocan. Además, los RunListeners registrados con <iden> no reciben notificación. <enter> Esta confirmación soluciona este problema envolviendo la invocación de <iden>() dentro de un bloque try-catch. Si no se lanza una excepción, el <iden> resultante se pasa a <iden>(). Si se produce una excepción, se incluye en una declaración <iden> que se pasa a <iden>(). <enter> Cierra <issue_link> Cierra <pr_link>",desarrollador170,2015-02-15T20:53:52Z
365,1,3,https://github.com/junit-team/junit4/commit/298cc4459cf76298f4b790a903fbdb6e6d20887d,pequeña optimización si no,pequeña optimización si no,desarrollador17,2012-12-10T18:41:46Z
373,1,2,https://github.com/junit-team/junit4/commit/dda4d08fc64933a8e4af33b745bd8219682b7bcb,Corrige las importaciones,Corrige las importaciones,desarrollador257,2012-12-06T17:29:51Z
378,1,1,https://github.com/junit-team/junit4/commit/59f3fa6ea11433ffd914e6c2032cdad0036f435e,"se eliminó settings.xml, se actualizó building-junit.txt y pom.xml","eliminado <nombre_archivo>, actualizado <nombre_archivo> y <nombre_archivo>",desarrollador17,2013-01-16T18:52:34Z
389,1,0,https://github.com/junit-team/junit4/commit/01831e8f96e42c72e5abe5838e13554e9d48f3ee,Logotipo de arcbees agregado,Se agregó el logotipo de <nombre_archivo>,desarrollador26,2015-09-17T13:29:50Z
399,1,0,https://github.com/junit-team/junit4/commit/0fdec440b59be32e16a084a2ff6fd7a596da2c8f,Prepárese para el lanzamiento de Maven,Prepárese para el lanzamiento de <iden>,desarrollador17,2013-01-15T17:37:52Z
406,1,0,https://github.com/junit-team/junit4/commit/5ea3196f1cdbc32bc3a91b96bedc1964d3bb76d1,Se utiliza afirmarArrayEquals para evitar convertir una matriz en una lista. <enter> <enter> Incompleta - tarea: Problema 551: Resolver igualdad sensible en <enter> prueba MethodSorter.,Se utiliza <iden> para evitar convertir una matriz en una lista.  <enter> Incompleto - tarea: Problema 551: Resolver igualdad sensible en la prueba <iden>.,desarrollador53,2012-11-18T20:09:21Z
409,1,0,https://github.com/junit-team/junit4/commit/96e051b21a8f277c03158c3db32e1b4e4b0389c2,getNanos() es un confinamiento de un solo hilo. ¡No se necesitan volátiles!,getNanos() es un confinamiento de un solo hilo. ¡No se necesitan volátiles!,desarrollador17,2012-11-20T09:56:55Z
429,1,0,https://github.com/junit-team/junit4/commit/a3e01b1ebea12f5fdfb6349e9e72623ac1f3b232,Limpiar sangría <enter> <enter> La refactorización del método en línea realizada por eclipse introdujo <enter> algunas pestañas adicionales. <enter> <enter> Incompleta - tarea: Problema 551: Resolver igualdad sensible en <enter> prueba MethodSorter.,Limpiar sangría <enter> La refactorización del método en línea realizada por eclipse introdujo algunas pestañas adicionales. <enter> Incompleto - tarea: Problema 551: Resolver igualdad sensible en la prueba <iden>.,desarrollador53,2012-11-18T18:39:07Z
435,1,2,https://github.com/junit-team/junit4/commit/b28fe09d1a54955bed2e4db5352c14fae195a418,correcciones para # 544 y # 545,correcciones para <pr_link> y <issue_link>,desarrollador17,2012-11-15T17:39:45Z
446,1,3,https://github.com/junit-team/junit4/commit/b1db2bb47b95aced929b7f801c9185045481da05,Quitar pestañas,Quitar pestañas,desarrollador23,2012-10-24T19:34:27Z
448,1,3,https://github.com/junit-team/junit4/commit/c4e3854ae71d7dd8b624a977712bee3e29d5bcdd,"Se agregó #acabado (nanos largos, descripción de descripción)","Se agregó #terminado (nanos largos, descripción <iden>)",desarrollador17,2012-11-19T20:28:17Z
450,1,3,https://github.com/junit-team/junit4/commit/d24e5d821964508246b9670a08affab50e3ca87c,igual que ANT => paquetes internos excluidos,igual que ANT => paquetes internos excluidos,desarrollador17,2012-12-23T08:15:31Z
464,1,0,https://github.com/junit-team/junit4/commit/0a2601045f101930d0ca7f31c53b416fafbbe7a7,"Javadoc fijo 'sus' <enter> micros -> toMicros, millis -> toMillis, segundos -> toSeconds <enter> Javadoc fijo 3 líneas para la pestaña <enter> startTime -> startNanos <enter> endTime -> endNanos <enter> enum SUCCEEDED - > PASSED <enter> equalTo -> is(equalTo)","Javadoc fijo 'sus' <enter> micros -> toMicros, millis -> toMillis, segundos -> <iden> Javadoc fijo 3 líneas a la pestaña <iden> -> <iden> -> <iden> enum <iden> - > PASSED equalTo -> is(equalTo)",desarrollador17,2012-11-19T07:07:31Z
468,1,0,https://github.com/junit-team/junit4/commit/a2ea00d745f2770ff3b443f77ef72572d37209df,Agregar más contribuyentes,Agregar más contribuyentes,desarrollador11,2015-09-14T17:28:15Z
473,1,0,https://github.com/junit-team/junit4/commit/fa235e3520365aa9364ac16bf561e7a42524f0dc,"Refactorización del caso de prueba para el clasificador de métodos JVM <enter> <enter> Se eliminó la igualdad basada en cadenas y se mejoró el nombre <enter> (en particular, llamar al resultado esperado como ""real"" era confuso). <enter> <enter> Incompleta - tarea: Problema 551: Resolver igualdad sensible en <enter> prueba MethodSorter.","Refactorización del caso de prueba para JVM <iden> sorter <enter> Se eliminó la igualdad basada en cadenas y se mejoró la denominación (en particular, llamar al resultado esperado 'real' era confuso). <enter> Incompleto - tarea: Problema 551: Resolver igualdad sensible en la prueba <iden>.",desarrollador53,2012-11-18T13:44:41Z
484,1,3,https://github.com/junit-team/junit4/commit/2246c5a6de14ae94f3d29a82b165653e67ca93a1,Pestaña convertida a espacios,Pestaña convertida a espacios,desarrollador89,2012-11-13T23:50:06Z
486,1,0,https://github.com/junit-team/junit4/commit/c7313b19a24165f4e6b39c3eb2c8165a02f1e108,Listar más nombres de colaboradores,Listar más nombres de colaboradores,desarrollador11,2015-09-11T07:17:14Z
487,1,0,https://github.com/junit-team/junit4/commit/9ee381470d56efa800420e5e22721e402aca01c2,"Eliminar el objetivo maven de pruebas rápidas. <enter> <enter> Muchas de nuestras pruebas almacenan datos en campos estáticos, por lo que las pruebas no se pueden ejecutar en paralelo. <entrar> <entrar> Correcciones #1297","Eliminar el objetivo maven de pruebas rápidas.  <enter> Muchas de nuestras pruebas almacenan datos en campos estáticos, por lo que las pruebas no se pueden ejecutar en paralelo. <enter> Correcciones <issue_link>",desarrollador281,2017-05-25T04:44:11Z
489,1,2,https://github.com/junit-team/junit4/commit/ebb9d7f536a5b1be8364c6cb7367cac8c3849caa,Implementé los cambios propuestos davidhart82,Implementé los cambios propuestos davidhart82,desarrollador196,2012-06-21T17:39:39Z
495,1,3,https://github.com/junit-team/junit4/commit/bbacbd93334540a5054bb50488f662c3f81a9c00,Elimine @Deprecated de MethodRule y métodos relacionados.,Elimine <iden> de <file_name> y métodos relacionados.,desarrollador23,2012-09-29T19:12:35Z
500,1,3,https://github.com/junit-team/junit4/commit/1079730d32227eaed5c69a908770572285ad6301,Añadir 42talents GmbH,Agregar <nombre_archivo> <iden>,desarrollador11,2015-09-11T07:16:59Z
531,1,3,https://github.com/junit-team/junit4/commit/dfbf2ae868049c041c926f2bf2d7633056af5820,Agregar comodín de tipo,Agregar comodín de tipo,desarrollador11,2014-12-08T20:14:36Z
540,1,0,https://github.com/junit-team/junit4/commit/bcf2c17851197328bb7bc008f916a6648de193aa,Pestañas convertidas en espacios <enter> <enter> Pestañas convertidas en espacios para que el código recién agregado esté en línea con las pautas de <enter>.,Pestañas convertidas en espacios <enter> Pestañas convertidas en espacios para que el código recién agregado esté en línea con las pautas.,desarrollador89,2012-11-12T02:29:12Z
564,1,3,https://github.com/junit-team/junit4/commit/aff46c491d590ff2fcc43d0eaa0049593f6169b4,método cerrado afirmar es igual a },método cerrado <iden> con },desarrollador185,2012-05-27T18:56:07Z
568,1,0,https://github.com/junit-team/junit4/commit/ab1eb66505631ec2ad8010cc071e0f625b2ad95d,"Número 426 Se agregaron sugerencias por dsaff <enter> <enter> Se eliminó la sintaxis de Markdown, se cambió el orden de importación y se eliminó la confusa sección <enter> Máximo de líneas en blanco.","Problema <issue_link> Se agregaron sugerencias por dsaff <enter> Se eliminó la sintaxis de Markdown, se cambió el orden de importación y se eliminó la sección <iden> confusa.",desarrollador72,2012-09-13T19:30:02Z
